"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
1113.80695090801,2.67990818524027,0.257070490308439,10.4247989803297,1.91062921517206e-25,2.69207656417744e-21,"MACIR"
48.1664376991732,3.88676129634865,0.37710122559511,10.3069442169404,6.55525603180103e-25,4.32771047813977e-21,"EPCAM"
265.183898944404,2.13227033730264,0.207537208598766,10.2741592782284,9.21442969085828e-25,4.32771047813977e-21,"SLC5A9"
1647.5332550235,2.23105402681522,0.217883499577907,10.239664917891,1.31691670681632e-24,4.6388390997605e-21,"GRB10"
78.6822637232477,2.19295737667765,0.217098412113623,10.1012133406573,5.45628696077805e-24,1.28131805462271e-20,"ARMC12"
1551.68925782082,3.67919073595002,0.363969697350088,10.1085083806061,5.06495225542646e-24,1.28131805462271e-20,"OLAH"
233.043502340977,2.45425653754149,0.245597949035194,9.99298466124322,1.6358071279593e-23,3.2926460618495e-20,"TMIGD3"
6438.54705871123,2.78520903623979,0.279302749714514,9.97200721828431,2.02102497858422e-23,3.55953024353146e-20,"ARG1"
593.663820812895,1.62343188931927,0.164140584743755,9.89049656337987,4.57751650731901e-23,6.03449061720288e-20,"PXYLP1"
495.488685879741,1.41232043299033,0.142963325333401,9.87890026827998,5.13938164701452e-23,6.03449061720288e-20,"SIRT5"
44.9780942444806,3.70279342798227,0.374647468783145,9.8834070333077,4.91333792521235e-23,6.03449061720288e-20,"WFDC1"
26.6574348862387,2.81313970446847,0.294550601760134,9.55061604918851,1.28927322824733e-21,1.29756141328606e-18,"GLDN"
22.0808905442082,3.43125465128095,0.360619640506442,9.51488567417518,1.81912809883326e-21,1.70876766083738e-18,"NNMT"
145.146659656541,2.45704238249358,0.258484228389188,9.50557950017018,1.98937239846915e-21,1.7518910684019e-18,"LHX4"
26928.973679917,2.61024593838759,0.275771406629727,9.4652522909756,2.92853242574745e-21,2.4272365811048e-18,"IL1R2"
2837.544218027,1.85831862833133,0.19656870458253,9.4537868185986,3.26789368978416e-21,2.55803456050327e-18,"ASPH"
74.4032022287606,2.47541394835376,0.26235486751087,9.43536505283705,3.89635093948632e-21,2.87761647534751e-18,"CYYR1"
486.947927656667,2.31706936415339,0.245701689560577,9.43041689415052,4.08462239226048e-21,2.87761647534751e-18,"ECHDC3"
97.1566226962416,2.59070542202008,0.276924788758397,9.35526730429447,8.33885914746058e-21,5.59497739941522e-18,"SLC51A"
2049.13189090026,1.15748160578983,0.124622307151366,9.28791668400067,1.5733767551951e-20,1.00767629457722e-17,"NUDT5"
79.3012759106879,2.66741347814261,0.287371792265975,9.2820991827681,1.66171872735134e-20,1.01798334210349e-17,"MYO1B"
505.026239550682,1.28143085644362,0.138254383055334,9.26864543549953,1.88524828537451e-20,1.06252593363707e-17,"PECR"
431.359411802025,1.2732609293032,0.137356020079467,9.26978612634934,1.8651954892437e-20,1.06252593363707e-17,"SDHAF3"
10.4641739196946,2.87329688997653,0.311750351241061,9.21665967187556,3.06499478159953e-20,1.66099140279759e-17,"ABCC11"
59.044143163409,2.39383915809214,0.261081520794608,9.16893371390835,4.7772086060702e-20,2.3213985282883e-17,"HROB"
1886.17872335967,1.41401144552192,0.154147759841908,9.1730911105819,4.59645675473833e-20,2.3213985282883e-17,"IRF2BPL"
1374.04488689264,1.5827175104872,0.172617693421872,9.16891819785292,4.77789619023142e-20,2.3213985282883e-17,"KBTBD7"
19.118781139691,-2.42314023442803,0.265896545169074,-9.11309409036225,8.00653211252467e-20,3.76040124884909e-17,"AXL"
513.10157973222,1.45101455298806,0.159403754155657,9.10276273400154,8.80626562046184e-20,4.00258976104217e-17,"RASGEF1A"
3190.43843974724,2.41519940417751,0.265938175520817,9.08180782788162,1.06786187111997e-19,4.70192930127514e-17,"PFKFB2"
911.329568396786,1.58514485779916,0.17491344698546,9.0624528023333,1.27549485400793e-19,5.44597651302172e-17,"ITPKC"
32.7918998128662,3.43815960169581,0.380349215330354,9.03948125332553,1.57417053846052e-19,6.16112857969685e-17,"KLF14"
112.548985673844,-1.91819168844298,0.212311043038719,-9.03481825998641,1.64275172344731e-19,6.25577615766827e-17,"SAMD4A"
580.797577786513,2.28096776216685,0.252629477604078,9.02890582603189,1.73396809305844e-19,6.42937116610352e-17,"DGKH"
1075.87072537221,1.74349661555336,0.193494958882828,9.01055317213273,2.05019718826431e-19,7.22181959566102e-17,"GADD45A"
14.9234943467872,2.65931739651251,0.295797387565024,8.99033429065673,2.46479587879704e-19,8.47048144689033e-17,"MINDY4B"
10435.5704677724,1.02890759399455,0.115161822463385,8.93445042797654,4.0920706080061e-19,1.37279225873347e-16,"APMAP"
314.956554364239,1.68542702672368,0.188833642325811,8.92545949950841,4.43852767935262e-19,1.45439197679252e-16,"ST6GALNAC3"
2137.24738938943,1.02575392182589,0.115070285069856,8.91415121812886,4.91567031850358e-19,1.52444199390696e-16,"CDC123"
84.4187503487779,-1.05469835695257,0.118302030920206,-8.91530220359415,4.86487663111339e-19,1.52444199390696e-16,"SEPTIN8"
87.6559911682484,1.68653664849078,0.18922678783075,8.91277956902837,4.97688656633928e-19,1.52444199390696e-16,"SYN2"
66.9106560405516,3.9588979816929,0.444885400299904,8.89869161591761,5.65088632666374e-19,1.69406358175941e-16,"PCSK9"
269.095246383966,-1.48763975102397,0.168830352775883,-8.8114472697855,1.23540391395499e-18,3.55241656073997e-16,"MYBL1"
1997.49092427725,1.45129715461816,0.16521080883785,8.78451697456777,1.57037866162064e-18,4.42532706844696e-16,"CSGALNACT1"
23279.7262805167,1.09585223071124,0.125483694348346,8.73302492727957,2.47950419011949e-18,6.69845325110742e-16,"PGD"
1130.32581026225,2.17194563669802,0.248756573233849,8.73120902279129,2.519645296726e-18,6.69845325110742e-16,"ZBTB16"
14.4535236777465,3.67855621036346,0.421652332547654,8.72414528845921,2.68198583025681e-18,6.99799636079971e-16,"SHROOM2"
25.1990553693835,2.80397202227483,0.321786713707028,8.71375946499678,2.93959766618905e-18,7.53071474847339e-16,"RHAG"
439.062464180296,1.61772147878217,0.18691102324308,8.6550351643964,4.92759717743094e-18,1.23981864696432e-15,"OSBPL1A"
